freq,c_dest,purpose,duration,tra_mode,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,DOM,PER,N1-3,RAIL,NR,BE	156270 	176859 	110302 	250792 	180471 	251981 b	270544 	327894 	233096 	314378 	376300 	393169 	419254 
A,DOM,PER,N1-3,RAIL,NR,BG	107221 b	83866 	76529 	40776 u	35905 u	49219 u	60136 u	41639 u	: u	: u	: u	47145 u	60507 u
A,DOM,PER,N1-3,RAIL,NR,CH	1246006 	1187693 	1330592 	1372721 	1277379 	1196090 	1299139 	1407685 	1006215 	1323202 	1462645 	: 	: 
A,DOM,PER,N1-3,RAIL,NR,CZ	1535863 	1249762 	1336413 	1121050 	1201387 	1463174 	1444216 	1383243 	945668 	728985 	928162 	906196 	897254 
A,DOM,PER,N1-3,RAIL,NR,DE	15346467 	15920184 	15107883 	15731975 	18337976 	16059547 	15284256 	17591117 	10862984 	15103761 	15736372 	23029576 	23459324 
A,DOM,PER,N1-3,RAIL,NR,DK	2621474 	2811064 b	2814715 	2405623 	2063659 	1698177 	646113 	1468457 	1463739 	1061740 	1085787 	1227796 	1626297 
A,DOM,PER,N1-3,RAIL,NR,EA20	42030770 	42580746 	41643380 	41071983 	43045576 	43623438 	42735624 	46635170 	35946855 	47819493 	58932438 	58873536 	58126647 
A,DOM,PER,N1-3,RAIL,NR,EE	50795 u	57297 	96561 	89143 	109141 	134833 	225298 	145323 	51656 u	80407 u	120318 	167042 	168906 
A,DOM,PER,N1-3,RAIL,NR,EL	40968 	28041 	26615 	31502 	13611 u	21424 u	: u	22234 u	19009 u	: u	18444 u	: u	: u
A,DOM,PER,N1-3,RAIL,NR,ES	2576604 	2983910 	2814242 	4559032 b	4543388 	4860683 	4865108 	4923581 	2205074 	3283746 	4794496 	5468659 	5960213 
A,DOM,PER,N1-3,RAIL,NR,EU27_2020	55021095 e	55088183 e	53216992 	52275833 	54127886 	53523625 	51701605 	57403509 	43746299 	55708088 	69491442 	70607298 e	72048421 
A,DOM,PER,N1-3,RAIL,NR,FI	2430469 b	2390084 	2216912 	1963545 	1906803 	2260629 	2300619 	2868204 	1329288 	2147378 	2352533 	2096594 	2410476 
A,DOM,PER,N1-3,RAIL,NR,FR	13556589 	13533409 	13641738 	10920902 	10665743 	12230569 	11554195 	12370784 	17079303 	20887416 	27656219 	19204242 	17313708 
A,DOM,PER,N1-3,RAIL,NR,HR	198309 	131683 	111960 	65423 u	35922 u	17251 u	20477 u	42902 u	: u	29520 u	37746 u	33611 u	53647 u
A,DOM,PER,N1-3,RAIL,NR,HU	1263411 	934704 	1096414 	1002883 	901921 	932309 	899200 	996692 	462057 	652529 	796438 	1051546 	1103167 
A,DOM,PER,N1-3,RAIL,NR,IE	280136 	362858 	294351 	267070 	287367 	321579 	351704 	444925 	323440 	200762 	598766 	541476 	810505 
A,DOM,PER,N1-3,RAIL,NR,IT	2194642 	2330955 	2797231 b	2808540 	2497544 	3076258 	3264186 	3145698 	1103482 	1278442 	2107769 	2366162 	1824099 
A,DOM,PER,N1-3,RAIL,NR,LT	27173 	85688 	31391 	28342 	37401 	49034 	38967 	40582 	33083 	59328 	69460 	80130 	100960 
A,DOM,PER,N1-3,RAIL,NR,LU	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	6991 u	24952 u	: u
A,DOM,PER,N1-3,RAIL,NR,LV	146382 	189379 	104449 	106458 	103477 u	109723 	111842 	106049 	51646 u	44184 u	88486 	92749 	140437 
A,DOM,PER,N1-3,RAIL,NR,ME	: 	: 	: 	: 	26408 u	32849 u	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,RAIL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,RAIL,NR,NL	3454686 b	2728358 	2630559 	2372263 	2363037 	2303713 	2096377 	2181476 	1320025 	2990370 	2092365 	2230706 	2564433 
A,DOM,PER,N1-3,RAIL,NR,NO	: 	351347 	395921 	482660 	551930 	527233 	855221 	: 	: 	545433 	758011 	677997 	736508 
A,DOM,PER,N1-3,RAIL,NR,PL	2423949 	2435754 	1410262 b	1465023 	1757789 	1884970 	2260856 	2373918 	1434228 	1637064 	2264718 	2415955 	2644832 
A,DOM,PER,N1-3,RAIL,NR,PT	305787 	364010 	373317 	388453 	407159 	370347 	427479 	373259 	178464 	187751 	444647 	347378 	352086 
A,DOM,PER,N1-3,RAIL,NR,RO	1257233 	1286707 	1184533 	1174580 	1022420 	1008552 	895067 	1006515 	424540 	611260 	622005 	963004 	913392 
A,DOM,PER,N1-3,RAIL,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,RAIL,NR,SE	: 	: 	3654746 	3993915 	4099229 	2863787 	2760392 	3497876 	3050950 	3185441 	4827404 	: 	6676325 
A,DOM,PER,N1-3,RAIL,NR,SI	42050 	51226 u	38312 u	: u	48676 u	: u	: u	: u	: u	35764 	26925 u	96876 	65437 
A,DOM,PER,N1-3,RAIL,NR,SK	274465 	236967 bu	294444 u	533080 	549585 	504924 	686753 	771943 	314641 	333491 	512597 	687773 	575796 
A,DOM,PER,N1-3,RAIL,NR,UK	10352601 	9745750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,AL	: 	: 	: 	: 	: 	726642 	: 	1133705 	963065 	: 	: 	: 	: 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,AT	4486474 	4983225 	5403640 	5032110 	5439600 	5331288 	5663034 	6171332 	5219025 	5564145 	7118767 	6758216 	7061096 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,BE	1295143 	1436495 	1299439 	1925786 	1453824 	1865711 b	2139084 	2394710 	1931583 	3215941 	2844276 	2933143 	2596841 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,BG	1343001 b	1443191 	1439574 	1152837 	1261046 	2294853 	1934255 	1822758 	1072680 	1493219 	1744309 	1766346 	1977242 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,CH	2450732 	3096483 	2598766 	2555075 	2420645 	2693097 	2316009 	2511562 	2982605 	3022136 	2693902 	: 	: 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,CY	1026997 b	858384 	922466 	1036085 	1061088 	1123808 	1278394 	1311032 	1421440 	1566581 	1312901 	1217659 	1244065 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,CZ	15246370 	14021522 	15754928 	13652633 	15296201 	17201818 	15994428 	15882225 	11241047 	12936195 	15529727 	11358206 	12793975 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,DE	63830519 	64034219 	58121915 	66066670 	59101706 	55659303 	60088822 	60424378 	44510349 	51344438 	47903796 	51565336 	57726817 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,DK	12709165 	14607821 b	14837077 	15342244 	13082153 	10558737 	5375901 	6230553 	9408315 	6826470 	6482049 	5941043 	8298655 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,EA20	305486873 	296382478 	290265116 	292917441 	294729389 	303008453 	312632350 	307783167 	205107180 	266587495 	275665109 	296524261 	299511781 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,EE	928470 	1081049 	1469230 	1713546 	2136596 	2041131 	2865237 	2158403 	1485467 	1475186 	1759348 	2088270 	2220162 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,EL	2105021 	1020452 	1106363 	1050934 	959632 	1027002 	1059433 	883595 	969608 	1000314 	1111575 	1149532 	1076326 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,ES	75949533 	73996228 	72498387 	76667800 b	80640073 	85458675 	84978766 	82306126 	45074994 	64805151 	73184027 	74384748 	73931673 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,EU27_2020	375202986 e	368097415 e	363417516 	367314501 	370672039 	383254818 	387426536 	383573937 	282170766 	350547771 	367345107 	387187334 e	392296375 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,FI	17508156 b	17239487 	16264427 	16532771 	16621978 	16674486 	16153281 	15536344 	12484187 	16457828 	13973027 	12142379 	13727211 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,FR	84678690 	83492416 	83766846 	75200990 	73762531 	82451421 	81125972 	81502591 	53652891 	74141793 	74395897 	92011330 	85114113 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,HR	2192167 	2339008 	2203695 	1442186 	1013158 	996326 	1142493 	1447030 	1048541 	1377444 	1256189 	1446613 	1709114 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,HU	7281919 	5903139 	6256985 	6772505 	6668227 	6958216 	6703573 	6744328 	4466351 	4984999 	6688234 	6380842 	6371457 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,IE	4420408 	4299582 	4661923 	4846333 	5027881 	5294566 	6025929 	6309681 	4097749 	3019865 	6819362 	6753294 	9555817 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,IT	17845951 	13194063 	14429726 b	13112537 	17829807 	14410856 	19194185 	15153948 	10193451 	9162982 	11984388 	10487720 	9664198 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,LT	1552420 	1505097 	1552111 	1638521 	1532798 	1487008 	1537442 	1657889 	1570625 	2043332 	2397155 	2593728 	3201008 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,LU	25744 	21197 	12860 u	9344 u	8456 u	12809 u	23635 	17090 	95471 	103789 	91091 	109748 	83237 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,LV	2490965 	2035608 	2141731 	2096016 	2245473 	2117276 	1907819 	1788720 	937588 	1843299 	2176793 	2225432 	2334469 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,ME	: 	: 	: 	: 	401085 	406016 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,MK	: 	: 	: 	: 	: 	: 	: 	68450 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,NL	14755673 b	13361787 	13058540 	12610357 	12615014 	12621650 	12148957 	12356754 	10413094 	16477308 	11122362 	11493414 	11681885 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,NO	: 	4830980 	6101465 	5555481 	5590667 	5886560 	9164843 	: 	: 	10821986 	10434327 	10156953 	: u
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,PL	17385102 	17549625 	16854279 b	17623601 	19561993 	20534819 	21281819 	22361977 	18076547 	21499413 	23476451 	24187168 	24336006 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,PT	7563046 	7879645 	7895998 	8422900 	8891625 	9582568 	9953036 	11098945 	6754706 	8107785 	10220256 	10530432 	9985696 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,RO	3537288 	6220543 	6204656 	6500053 	6818360 	7432496 	7717073 	7792804 	5496243 	8330110 	8038917 	9494712 	9346991 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,RS	: 	: 	: 	: 	: 	: 	271121 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,SE	: 	: 	11804902 	13353186 	13254671 	15265426 	15787136 	14956125 	27302403 	27889870 	29720312 	: 	29660267 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,SI	1538512 	1466733 	1396455 	1083909 	1161230 	1363075 	1507319 	1210012 	772746 	2304501 	1943828 	2506515 	2443924 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,SK	1292985 	2137802 b	2059365 	2428648 	3226920 	3489494 	3839514 	4054585 	2473667 	2575813 	4050072 	4126751 	4154129 
A,DOM,PER,N1-3,RDMV_PAS_X_BUS,NR,UK	50127432 	49687139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	27497 u	: u	: u	50323 u	36997 u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	241950 	33482 u	156612 	121262 	138450 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1603709 	1732776 	1760424 	1941098 u	2063325 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	210826 u	154909 u	123057 u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	3509455 	4087089 	4518383 	6671246 	5866807 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	14234 u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	362473 	522764 	655872 	674380 	660406 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	4425014 	4811693 	5227658 	7199309 e	6314462 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	85879 u	127654 u	116458 u	116116 u	229887 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	669712 	951300 	1027400 	2773603 	1605079 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	169152 	133522 	199418 	42998 	76638 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: u	33328 u	97277 u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	227764 u	332314 u	: u	266150 u	352581 u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	20310 	15396 u	61335 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	207911 	238219 	347455 	491737 	522551 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	167559 u	: 	: 	: 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	139596 u	107238 u	51228 u	65443 u	74948 u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	30799 u	47550 	25176 
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25002 u	25062 u	12769 u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	383242 	294826 	: u	: 	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	19738 u	: u	24788 u	: u
A,DOM,PER,N1-3,RRDMV_PAS_X_BUS,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,DOM,PER,N1-3,TOTAL,NR,AL	: 	: 	: 	: 	: 	2447366 	: 	2816246 	1856588 	: 	: 	: 	: 
A,DOM,PER,N1-3,TOTAL,NR,AT	5777112 	6314809 	6709183 	6351613 	6882323 	6764655 	7361385 	7909105 	6288046 	6677951 	9499556 	9211332 	9369123 
A,DOM,PER,N1-3,TOTAL,NR,BE	1489881 	1670786 	1435782 	2235671 	1698476 	2175530 b	2469676 	2782431 	2219809 	3606225 	3316240 	3403263 	3115789 
A,DOM,PER,N1-3,TOTAL,NR,BG	1941286 b	1877711 	1855864 	1424295 	1596173 	2736847 	2335183 	2204807 	1208155 	1677700 	1967127 	2030006 	2265996 
A,DOM,PER,N1-3,TOTAL,NR,CH	3905121 	4450442 	3993011 	4058296 	3836856 	3968361 	3733290 	4014110 	4074610 	4555362 	4270869 	: 	: 
A,DOM,PER,N1-3,TOTAL,NR,CY	1074564 b	879804 	962785 	1082593 	1114113 	1167110 	1329479 	1365000 	1444892 	1586491 	1349181 	1251908 	1282637 
A,DOM,PER,N1-3,TOTAL,NR,CZ	18628902 	17215083 	18528217 	16203332 	17702092 	20061639 	18498367 	18301424 	12774637 	14492600 	17453952 	12840828 	14488088 
A,DOM,PER,N1-3,TOTAL,NR,DE	84908064 	87350273 	80109555 	89534444 	87104335 	79063521 	82390597 	84381050 	57445754 	70272824 	67283380 	78472262 	84913829 
A,DOM,PER,N1-3,TOTAL,NR,DK	17342909 	19196406 b	19511192 	19496387 	17400216 	13838114 	6588550 	12339753 	11990566 	8744466 	8456216 	7935700 	11015358 
A,DOM,PER,N1-3,TOTAL,NR,EA20	371389983 	363045088 	356214038 	360808977 	367176517 	377480080 	385472057 	384614989 	257903925 	334891953 	361903210 	380630032 	382330142 
A,DOM,PER,N1-3,TOTAL,NR,EE	1353968 	1386473 	2048022 	2147737 	2598912 	2599066 	3684154 	2792391 	1731058 	1784187 	2157881 	2605023 	2812746 
A,DOM,PER,N1-3,TOTAL,NR,EL	2658927 	1357457 	1596409 	1472529 	1337167 	1446538 	1521486 	1300699 	1162815 	1220626 	1642427 	1477438 	1432493 
A,DOM,PER,N1-3,TOTAL,NR,ES	83539578 	82058291 	80180124 	87944959 b	92415804 	98440678 	98481278 	96098994 	50824968 	73548911 	85395637 	87825144 	88637265 
A,DOM,PER,N1-3,TOTAL,NR,EU27_2020	471264431 e	460689516 e	455597157 	460563458 	468592159 	481493441 	480719831 	486564955 	350371288 	434770756 	474767666 	493409640 e	499354160 
A,DOM,PER,N1-3,TOTAL,NR,FI	21483338 b	21219881 	20069650 	20500670 	20638135 	21196262 	20280352 	20631549 	14751971 	19653912 	17605819 	15408517 	17748819 
A,DOM,PER,N1-3,TOTAL,NR,FR	101090835 	99691398 	100199550 	88733645 	87141181 	99012103 	96705160 	98083414 	76759964 	99745216 	109412243 	116570701 	106309683 
A,DOM,PER,N1-3,TOTAL,NR,HR	3028091 	3169156 	2862996 	1858851 	1318717 	1232553 	1381835 	1753025 	1246294 	1504046 	1446080 	1687033 	1955682 
A,DOM,PER,N1-3,TOTAL,NR,HU	10404311 	8283007 	9005826 	9178335 	8787343 	8967808 	8667609 	8715121 	5314714 	6036837 	8005428 	7938366 	7984602 
A,DOM,PER,N1-3,TOTAL,NR,IE	4989593 	4985981 	5301522 	5412039 	5655671 	5987283 	6883462 	7206159 	4500025 	3249162 	8286955 	7760878 	10986799 
A,DOM,PER,N1-3,TOTAL,NR,IT	22914818 	17616095 	19635800 b	18822480 	22957185 	20992374 	25693619 	21583168 	12639567 	11956283 	16535282 	14983171 	13113295 
A,DOM,PER,N1-3,TOTAL,NR,LT	1800988 	1772756 	1859041 	1894224 	1809246 	1801918 	1892208 	2040226 	1759632 	2329937 	2751614 	2986346 	3626300 
A,DOM,PER,N1-3,TOTAL,NR,LU	38128 	48074 	20175 	11722 u	11417 u	22540 	28005 	23425 	111457 	116073 	118096 	152744 	105266 
A,DOM,PER,N1-3,TOTAL,NR,LV	3269376 	2709534 	2719511 	2576756 	2727693 	2589575 	2270410 	2161385 	1073253 	2024280 	2476484 	2521166 	2717952 
A,DOM,PER,N1-3,TOTAL,NR,ME	: 	: 	: 	: 	527043 	542721 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	83307 	146164 	125247 	: 	: 	: 
A,DOM,PER,N1-3,TOTAL,NR,MT	165635 	164188 	165919 b	169306 	259064 	211062 	196795 	189763 	281538 	295777 	288728 	358537 	357609 
A,DOM,PER,N1-3,TOTAL,NR,NL	19655079 b	17539840 	17024512 	16157006 	16194798 	16171800 	15301700 	15654877 	12640948 	21041260 	14008073 	14430602 	15006279 
A,DOM,PER,N1-3,TOTAL,NR,NO	: 	6567323 	8174748 	7498071 	7541954 	7834014 	11817151 	: 	: 	12601211 	12826238 	12544320 	14496264 
A,DOM,PER,N1-3,TOTAL,NR,PL	23553957 	22771087 	22452085 b	23295558 	25434026 	26732292 	27682552 	28717731 	21599773 	25626943 	28760173 	29551317 	29756298 
A,DOM,PER,N1-3,TOTAL,NR,PT	8657057 	8875773 	9029729 	9457829 	9864400 	10748717 	11160830 	12160278 	7222409 	8668857 	11293061 	11688033 	11209901 
A,DOM,PER,N1-3,TOTAL,NR,RO	9618923 	10284515 	10260473 	10027943 	10451315 	11011671 	10950951 	10928668 	6991039 	10416599 	10732734 	12705847 	12007804 
A,DOM,PER,N1-3,TOTAL,NR,RS	: 	: 	: 	: 	: 	: 	460414 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,TOTAL,NR,SE	: 	: 	17769462 	20128632 	20044477 	20664989 	20524562 	20742462 	32588480 	32883658 	37488826 	: 	39505873 
A,DOM,PER,N1-3,TOTAL,NR,SI	1603955 	1567992 	1472051 	1127833 	1254837 	1416660 	1560193 	1248643 	806440 	2410037 	2034708 	2730991 	2601103 
A,DOM,PER,N1-3,TOTAL,NR,SK	1890993 	2666527 b	2811721 	3317069 	4193045 	4440135 	4879430 	5249407 	2993088 	3199897 	5001765 	5104940 	5027570 
A,DOM,PER,N1-3,TOTAL,NR,UK	66096023 	64927148 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,WW,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,WW,NR,AT	: 	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: u	: u
A,DOM,PER,N1-3,WW,NR,BE	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: u
A,DOM,PER,N1-3,WW,NR,CH	: 	: u	: 	: u	: u	: 	: u	: 	: 	: 	: u	: 	: 
A,DOM,PER,N1-3,WW,NR,CZ	: 	: u	: u	: 	: u	: 	: u	: u	: 	: u	: u	: 	: u
A,DOM,PER,N1-3,WW,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER,N1-3,WW,NR,DK	119824 u	146150 bu	198915 	120073 u	214305 	199948 	156203 u	307779 	328030 	249991 	219280 u	177465 u	313730 
A,DOM,PER,N1-3,WW,NR,EA20	1477449 	1551662 	1565325 	1334841 	1596965 	1705380 	1913035 	1743402 	1683694 	1701144 	2249595 	2025939 	1896378 
A,DOM,PER,N1-3,WW,NR,EE	: u	: u	33821 u	: u	: u	: u	21281 u	44204 u	52915 u	: u	: u	: u	37632 u
A,DOM,PER,N1-3,WW,NR,EL	179631 	148634 	214197 	140433 	154159 	167100 	207874 	181888 	96557 	132219 	281438 	143011 	168231 
A,DOM,PER,N1-3,WW,NR,ES	276477 	341469 	468635 	467525 b	517367 	574355 	564006 	624793 	307111 	403360 	610235 	741338 	687175 
A,DOM,PER,N1-3,WW,NR,EU27_2020	1910594 e	2016697 e	2209670 	1916874 	2299064 	2670809 	2541812 	2714711 	2609226 	2523999 	2950910 	2686636 e	2942306 
A,DOM,PER,N1-3,WW,NR,FI	121578 bu	191308 	134163 u	136788 u	164077 u	141620 u	217055 	228259 u	: u	92827 u	: u	: u	: u
A,DOM,PER,N1-3,WW,NR,FR	: u	: u	: u	: u	: u	136932 u	154472 u	117330 u	537362 u	282152 u	296643 u	241973 u	149275 u
A,DOM,PER,N1-3,WW,NR,HR	90446 u	126103 	79166 	: u	36186 u	19978 u	: u	40596 u	75011 u	: u	: u	49896 u	: u
A,DOM,PER,N1-3,WW,NR,HU	: u	: u	: u	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u
A,DOM,PER,N1-3,WW,NR,IE	: u	: u	19755 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER,N1-3,WW,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER,N1-3,WW,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,DOM,PER,N1-3,WW,NR,LU	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N1-3,WW,NR,LV	: u	: 	: 	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u
A,DOM,PER,N1-3,WW,NR,MT	165635 	164188 	165919 b	169306 	259064 	211062 	196795 	189763 	281538 	295777 	288728 	358537 	357609 
A,DOM,PER,N1-3,WW,NR,NL	: u	: u	51163 u	60316 u	72652 u	78125 u	104044 u	71261 u	: u	56581 u	134741 	183432 	111134 
A,DOM,PER,N1-3,WW,NR,NO	: 	262272 	146254 u	124013 u	179813 u	140045 u	236666 	: 	: 	267975 	262760 	307847 	12210962 
A,DOM,PER,N1-3,WW,NR,PL	: u	: 	21119 bu	: u	: u	: u	: u	: 	: 	: 	: u	: 	: u
A,DOM,PER,N1-3,WW,NR,PT	26829 	23432 	25093 	19259 	25558 	51123 	33223 	27259 	26024 	24398 	36780 	36378 	67686 
A,DOM,PER,N1-3,WW,NR,RO	: u	: u	123530 	116778 	153301 	74600 	62665 	39929 u	33826 u	74393 	: u	: u	: u
A,DOM,PER,N1-3,WW,NR,SE	: 	: 	290663 	325446 	305807 	689852 	389307 	615875 	561399 	491808 	445064 u	: 	710968 u
A,DOM,PER,N1-3,WW,NR,SI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 
A,DOM,PER,N1-3,WW,NR,UK	216109 u	158455 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER,N_GE1,AIR,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PER,N_GE1,AIR,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,DOM,PER,N_GE1,AIR,NR,BG	: u	: u	: 	: u	: u	: 	: u	: u	: 	: 	: u	: u	: u
A,DOM,PER,N_GE1,AIR,NR,CH	: 	: 	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 
