freq,c_dest,unit,purpose,duration,accommod,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,DOM,NR,PER,N1-3,R_CAMP,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,R_CAMP,SE	: 	: 	1483460 	1490958 	1490228 	2024322 	1432129 	2163222 	3608445 	3238862 	3299832 	: 	3645250 
A,DOM,NR,PER,N1-3,R_CAMP,SI	112497 	182112 	72664 u	74337 u	92769 u	102599 u	119417 u	107330 u	127373 u	152009 	124095 	111128 	151106 
A,DOM,NR,PER,N1-3,R_CAMP,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	188819 u
A,DOM,NR,PER,N1-3,R_CAMP,UK	12798716 	12884709 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,R_HOT,AL	: 	: 	: 	: 	: 	364961 	: 	573842 	634292 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,R_HOT,AT	5948495 	6169933 	6285722 	6163132 	7010626 	6739090 	7294242 	7665081 	5341222 	5587564 	8203015 	8705310 	8840587 
A,DOM,NR,PER,N1-3,R_HOT,BE	1232300 	1158888 	1051334 	1486158 	1286124 	1634906 b	1693892 	1765160 	1565646 	2277300 	1901224 	1856705 	1733897 
A,DOM,NR,PER,N1-3,R_HOT,BG	752400 b	934478 	1137759 	848182 	865961 	1636694 	1322545 	1763701 	809582 	1407475 	1617029 	1831213 	2464909 
A,DOM,NR,PER,N1-3,R_HOT,CH	2614651 	3152649 	2915058 	2760852 	2914475 	2819290 	2806898 	3207885 	3139146 	3583401 	3331279 	: 	: 
A,DOM,NR,PER,N1-3,R_HOT,CY	687558 b	506882 b	640676 	724776 	719756 	742704 	774674 	857921 	993415 	1418125 	1129160 	1074080 	937956 
A,DOM,NR,PER,N1-3,R_HOT,CZ	2546703 	2636421 	2954320 	2917993 	3584788 	3938428 	4023148 	4025859 	2381635 	2477669 	4606729 	5003346 	5242174 
A,DOM,NR,PER,N1-3,R_HOT,DE	61074480 	66562482 	57444471 	62928113 	61880626 	59536398 	67720334 	68753886 	27974846 	36848409 	54282826 	64120058 	73563359 
A,DOM,NR,PER,N1-3,R_HOT,DK	1719373 	2896734 b	2672453 	3174046 	2992298 	3648896 	2471366 	3132644 	3187398 	2884244 	2613791 	2247758 	3397432 
A,DOM,NR,PER,N1-3,R_HOT,EA20	158545170 	157398750 	151194887 	157157302 	159757136 	166137056 	178774384 	182627749 	101764387 	129170923 	177671398 	189333576 	192407765 
A,DOM,NR,PER,N1-3,R_HOT,EE	335268 	363581 	566215 	615453 	817429 	806011 	1342653 	1128159 	833682 	1075544 	1292265 	1266106 	1417111 
A,DOM,NR,PER,N1-3,R_HOT,EL	833091 	723724 	964356 	986696 	860053 	965180 	1199181 	992221 	657438 	928957 	1220301 	1358044 	1265073 
A,DOM,NR,PER,N1-3,R_HOT,ES	26638208 	25273725 	28011811 	27091513 b	26602322 	27814627 	29514807 	30894931 	13068822 	24508742 	31598323 	31507241 	31967330 
A,DOM,NR,PER,N1-3,R_HOT,EU27_2020	189780804 e	190365941 e	177718003 	187589636 	192532881 	202007807 	213941434 	222514162 	129091376 	163663247 	225194367 	239741992 e	249988419 
A,DOM,NR,PER,N1-3,R_HOT,FI	6334280 b	6211747 	5732017 	6527705 	6175099 	6790607 	6455015 	6401471 	3762495 	4933182 	5065816 	5269594 	5223705 
A,DOM,NR,PER,N1-3,R_HOT,FR	23507577 	23154896 	23319716 	21376523 	22053525 	27768901 	25930330 	26182148 	19711617 	23172595 	33472228 	37730147 	29437067 
A,DOM,NR,PER,N1-3,R_HOT,HR	709399 	846916 	610601 	456176 	403930 	403090 	341940 	575684 	238530 	583445 	521908 	599322 	1022130 
A,DOM,NR,PER,N1-3,R_HOT,HU	4297454 	3831348 	4765999 	5487624 	6184891 	7031897 	6927578 	7393755 	4407095 	4505467 	7145592 	7150770 	8023589 
A,DOM,NR,PER,N1-3,R_HOT,IE	4480116 	4415521 	4767807 	4743602 	4849916 	5115063 	5467303 	5895016 	5888787 	2521202 	6222423 	5513221 	7157862 
A,DOM,NR,PER,N1-3,R_HOT,IT	15616512 	11947834 	10687694 b	11988476 	14073520 	12669844 	15763311 	15098490 	8617456 	8310831 	14029531 	12252040 	11633612 
A,DOM,NR,PER,N1-3,R_HOT,LT	729355 	769828 	834318 	996328 	1077053 	1284959 	1346212 	1552269 	1076856 	1525623 	1959369 	1887526 	1933576 
A,DOM,NR,PER,N1-3,R_HOT,LU	10785 u	: u	8624 u	12938 u	: u	9854 u	16222 u	14044 u	86965 	68904 	55183 	59408 	41661 
A,DOM,NR,PER,N1-3,R_HOT,LV	397509 	273657 	252782 	346231 	336734 	296962 	419168 	256480 	207100 	502329 	570656 	512050 	485674 
A,DOM,NR,PER,N1-3,R_HOT,ME	: 	: 	: 	: 	54683 u	: u	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,R_HOT,MK	: 	: 	: 	: 	: 	: 	: 	25032 u	51363 u	28216 u	: 	: 	: 
A,DOM,NR,PER,N1-3,R_HOT,MT	175383 	75554 u	97117 b	111680 	116268 	123081 	115505 	105939 	93084 	145686 	162272 	171001 	162420 
A,DOM,NR,PER,N1-3,R_HOT,NL	6412138 b	6209233 	6363383 	6325111 	6843522 	7262853 	6811620 	6637359 	6638489 	9159814 	7992513 	7947751 	8119398 
A,DOM,NR,PER,N1-3,R_HOT,NO	: 	2120195 	2734139 	2757121 	2367794 	2662568 	3042336 	: 	: 	3171936 	3604011 	3703478 	3999250 
A,DOM,NR,PER,N1-3,R_HOT,PL	11275608 	12929915 	5532726 b	6706793 	8138305 	8779451 	9675990 	11361408 	6834856 	8528185 	11857780 	13565353 	14261737 
A,DOM,NR,PER,N1-3,R_HOT,PT	1587778 	1122815 	1773977 	2349696 	1745148 	2206809 	2585895 	3382799 	2209107 	2394639 	3439546 	2936628 	2778084 
A,DOM,NR,PER,N1-3,R_HOT,RO	2757470 	1789685 	1637879 	1936608 	1892600 	2172222 	2415677 	2935051 	1673228 	3698466 	4013200 	4235842 	4645392 
A,DOM,NR,PER,N1-3,R_HOT,RS	: 	: 	: 	: 	: 	: 	244709 u	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,R_HOT,SE	: 	: 	7821980 	9361088 	9116903 	8663163 	8330746 	9273995 	8033196 	10990817 	15668848 	: 	19545421 
A,DOM,NR,PER,N1-3,R_HOT,SI	472486 	446807 	504605 	478489 	521196 	544859 	712019 	495658 	603302 	1100788 	883641 	746043 	602969 
A,DOM,NR,PER,N1-3,R_HOT,SK	1362454 	1150279 b	1277661 	1448508 	2375334 	3421258 	3270063 	3973032 	2195528 	2107243 	3669199 	3821301 	4084293 
A,DOM,NR,PER,N1-3,R_HOT,UK	45619591 	44325054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,R_OTH,AL	: 	: 	: 	: 	: 	165447 	: 	141338 	30782 u	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,R_OTH,AT	1883449 	1661625 	2080966 	1915014 	1940712 	1916247 	1444574 	1596658 	576334 	464872 	583967 	627335 	502565 
A,DOM,NR,PER,N1-3,R_OTH,BE	1142245 	958256 	935894 	1472722 	993521 	1382280 b	1523787 	1835834 	: 	: u	101718 u	125210 u	147148 u
A,DOM,NR,PER,N1-3,R_OTH,BG	161678 b	334196 	640923 	438298 	459154 	580540 	537354 	676896 	: u	: u	106761 u	140648 u	82275 u
A,DOM,NR,PER,N1-3,R_OTH,CH	1083472 	834522 	806057 	873807 	887382 	1292325 	779599 	975411 	532631 u	502503 u	399795 u	: 	: 
A,DOM,NR,PER,N1-3,R_OTH,CY	298371 b	3366 b	3052 u	6082 	8681 	15936 	34738 	34137 	20575 	: u	: u	: u	: u
A,DOM,NR,PER,N1-3,R_OTH,CZ	1486559 	1444699 	1303616 	1328845 	1613962 	1575601 	1917251 	1945709 	189059 u	190435 u	312321 u	294986 u	297393 u
A,DOM,NR,PER,N1-3,R_OTH,DE	8708071 	10169186 	10011902 	11656893 	10918271 	9751921 	12009887 	11939328 	: u	: u	2185128 u	3141602 u	1830003 u
A,DOM,NR,PER,N1-3,R_OTH,DK	1069973 	1197463 b	1522502 	1472935 	1336087 	1875935 	1711864 	4079164 	543504 	373010 u	382173 u	384496 	503341 
A,DOM,NR,PER,N1-3,R_OTH,EA20	46903397 	48277452 	50171931 	57893812 	62610912 	68536705 	71388065 	77277423 	12749077 	14359575 	19041495 	19176738 	17306749 
A,DOM,NR,PER,N1-3,R_OTH,EE	144451 u	152900 	131915 	333538 	414172 	496668 	362038 	477529 	72406 u	67819 u	130716 u	93981 u	92815 u
A,DOM,NR,PER,N1-3,R_OTH,EL	650728 	294490 	357439 	358211 	322155 	349076 	429029 	471440 	: u	: u	: u	: u	: u
A,DOM,NR,PER,N1-3,R_OTH,ES	3860216 	4210089 	4331257 	10453903 b	12749648 	16077923 	15453802 	18475245 	1228593 	1371048 	1695630 	2117382 	2573848 
A,DOM,NR,PER,N1-3,R_OTH,EU27_2020	59381052 e	68465512 e	62503542 	71226329 	77824018 	86170648 	90147755 	100059032 	19254525 	22305069 	27200640 	28497295 e	28251984 
A,DOM,NR,PER,N1-3,R_OTH,FI	2489244 b	2849757 	2211467 	2295252 	2307355 	2607732 	3032707 	3543966 	722447 	765484 	888289 	746633 	928916 
A,DOM,NR,PER,N1-3,R_OTH,FR	14048088 	14227670 	15606387 	14754232 	15436668 	18677807 	19514122 	20648022 	3557552 	5233587 	5733216 	5321140 	4597116 
A,DOM,NR,PER,N1-3,R_OTH,HR	747094 	691152 	358073 	343675 	319166 	361804 	544730 	633337 	: u	: u	: u	57838 u	63620 u
A,DOM,NR,PER,N1-3,R_OTH,HU	843820 	554728 	607918 	734188 	804657 	815954 	713227 	864298 	162525 	133198 	240784 	269647 	250408 
A,DOM,NR,PER,N1-3,R_OTH,IE	494877 	479041 	695226 	744092 	766588 	811263 	939859 	1036408 	165178 	149694 	381866 	188370 u	478791 
A,DOM,NR,PER,N1-3,R_OTH,IT	4687204 	4376808 	5589118 b	5802923 	7628432 	8644366 	8624655 	8607989 	4659188 	4110352 	5739152 	5099536 	4376454 
A,DOM,NR,PER,N1-3,R_OTH,LT	606350 	540094 	404854 	359124 	586925 	573983 	557467 	658495 	: u	85837 	141660 	: u	118999 
A,DOM,NR,PER,N1-3,R_OTH,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	11908 u
A,DOM,NR,PER,N1-3,R_OTH,LV	: u	: u	: u	: u	: u	: u	: u	160386 u	: u	36226 u	51226 u	: u	: u
A,DOM,NR,PER,N1-3,R_OTH,ME	: 	: 	: 	: 	96706 u	140442 u	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,R_OTH,MK	: 	: 	: 	: 	: 	: 	: 	59858 	: 	: u	: 	: 	: 
A,DOM,NR,PER,N1-3,R_OTH,MT	56855 u	109859 	149140 b	139264 	201595 	163481 	164663 	154714 	: u	: u	: u	: u	16519 u
A,DOM,NR,PER,N1-3,R_OTH,NL	5805046 b	5177976 	5018106 	5290207 	5767884 	4303521 	4744455 	4742182 	111685 u	518236 	811087 	925515 	923596 
A,DOM,NR,PER,N1-3,R_OTH,NO	: 	4057936 	4622731 	3340194 	4118159 	3832653 	4902184 	: 	: 	400036 u	516535 	594727 	655800 
A,DOM,NR,PER,N1-3,R_OTH,PL	7350249 	13154075 	4420794 b	4831796 	6110666 	6790616 	7726541 	8721810 	1972833 	2418542 	2854067 	2866934 	2958214 
A,DOM,NR,PER,N1-3,R_OTH,PT	93743 	638709 	323943 	326719 	623478 	689798 	349450 	417896 	57910 u	72149 	119370 	149759 	95375 
A,DOM,NR,PER,N1-3,R_OTH,RO	: u	1961532 	2319046 	2431971 	2646642 	2705014 	3399781 	3777314 	2451213 	3759616 	3934770 	5020798 	4834644 
A,DOM,NR,PER,N1-3,R_OTH,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,R_OTH,SE	: 	: 	1516812 	2094484 	2241938 	3290282 	2753671 	2716418 	1159006 	1026814 	: u	: 	2018961 u
A,DOM,NR,PER,N1-3,R_OTH,SI	393889 	366103 	394749 	439522 	363807 	383781 	438706 	504192 	50648 u	91048 	44713 u	60855 u	70133 u
A,DOM,NR,PER,N1-3,R_OTH,SK	782004 	1316663 b	1531530 	1170583 	1203315 u	1286224 	1192273 	1339178 	239713 u	115718 u	364901 u	438644 u	416968 u
A,DOM,NR,PER,N1-3,R_OTH,UK	7702163 	7147758 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOTAL,AL	: 	: 	: 	: 	: 	3799000 	: 	4385616 	2710029 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOTAL,AT	11614059 	12376376 	13302874 	12529539 	13701664 	13388734 	14018212 	15189831 	12233034 	12908098 	18033947 	17792079 	17838764 
A,DOM,NR,PER,N1-3,TOTAL,BE	2900170 	3148329 	2689760 	4122410 	3203589 	4180516 b	4525446 	5225267 	4223336 	7010143 	6147748 	6325636 	5874177 
A,DOM,NR,PER,N1-3,TOTAL,BG	3842109 b	3846551 	4071907 	3032569 	3364116 	5733767 	5021649 	4871905 	2608587 	3810895 	4156231 	4484780 	4985775 
A,DOM,NR,PER,N1-3,TOTAL,CH	6866989 	7743597 	6967693 	6853942 	6893722 	7052225 	6270958 	7083808 	7366468 	7991199 	7803821 	: 	: 
A,DOM,NR,PER,N1-3,TOTAL,CY	1823074 b	1537768 b	1607076 	1857829 	1903611 	1949968 	2106611 	2224148 	2420453 	2833921 	2429087 	2245089 	2253318 
A,DOM,NR,PER,N1-3,TOTAL,CZ	36200298 	33439028 	37078080 	31471676 	34237876 	38692095 	35701446 	35583530 	24998821 	27986259 	33641220 	25663027 	28774873 
A,DOM,NR,PER,N1-3,TOTAL,DE	167615290 	175945063 	161836384 	178011814 	168656004 	158998081 	165653957 	169979739 	109041635 	135543458 	137011532 	160783148 	172715863 
A,DOM,NR,PER,N1-3,TOTAL,DK	26928655 	29541173 b	30055318 	30299877 	26815133 	22321093 	12278571 	22159308 	22556883 	16334782 	15648490 	14409147 	19828682 
A,DOM,NR,PER,N1-3,TOTAL,EA20	701109826 	690593742 	679674547 	673109663 	681437902 	699482641 	710528040 	711451550 	478580229 	626428710 	692840391 	718919056 	721068768 
A,DOM,NR,PER,N1-3,TOTAL,EE	2313852 	2341047 	3398506 	3530087 	4172243 	4139192 	5866192 	4348000 	2746533 	2891746 	3533699 	4087086 	4483860 
A,DOM,NR,PER,N1-3,TOTAL,EL	5495625 	2923276 	3581761 	3243607 	3060303 	3270170 	3502922 	2934694 	2629941 	2785092 	3712979 	3556493 	3432642 
A,DOM,NR,PER,N1-3,TOTAL,ES	166220655 	163427930 	160529081 	160771044 b	168452946 	177239149 	177822759 	173791988 	91101502 	133118125 	158056422 	163857088 	165538498 
A,DOM,NR,PER,N1-3,TOTAL,EU27_2020	886218485 e	876748126 e	863145017 	856347601 	868770449 	898035654 	898509376 	912738466 	658059260 	822888840 	913867928 	939843097 e	949746437 
A,DOM,NR,PER,N1-3,TOTAL,FI	39189392 b	39005051 	36961575 	38055783 	37846876 	39209211 	37093526 	37622277 	28160267 	36923768 	32860465 	28657705 	33353192 
A,DOM,NR,PER,N1-3,TOTAL,FR	184861260 	181954190 	184491323 	163206588 	160888964 	179119303 	172165371 	175093744 	142393266 	188553241 	209801580 	211075399 	193510376 
A,DOM,NR,PER,N1-3,TOTAL,HR	5817978 	5731124 	5327797 	3644526 	2600601 	2481744 	2806091 	3310786 	2502134 	3027669 	2869310 	3456316 	4003476 
A,DOM,NR,PER,N1-3,TOTAL,HU	20305731 	16457775 	17894808 	18573170 	17999573 	18161591 	17566975 	17661110 	10790049 	12198417 	15938878 	15578822 	16400199 
A,DOM,NR,PER,N1-3,TOTAL,IE	8905635 	8751585 	9487565 	9516756 	9993138 	10362955 	11927113 	12357077 	8082662 	5956488 	14289512 	13483543 	18047553 
A,DOM,NR,PER,N1-3,TOTAL,IT	42155530 	33327995 	36329218 b	34577378 	44060794 	41064916 	47599534 	41217546 	24683257 	24387016 	35750878 	31510518 	27454564 
A,DOM,NR,PER,N1-3,TOTAL,LT	3283417 	3121013 	3396253 	3402998 	3161710 	3227905 	3363645 	3495470 	3020990 	4028283 	4730132 	5193499 	6204165 
A,DOM,NR,PER,N1-3,TOTAL,LU	54737 	66854 	34234 	22350 u	20197 u	38628 	43118 	37315 	171112 	168028 	168710 	217138 	154102 
A,DOM,NR,PER,N1-3,TOTAL,LV	4741715 	4229386 	4115911 	3868018 	4111422 	3893632 	3581529 	3339222 	1593357 	3327750 	3841544 	3956023 	4182929 
A,DOM,NR,PER,N1-3,TOTAL,ME	: 	: 	: 	: 	1089867 	1178233 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOTAL,MK	: 	: 	: 	: 	: 	: 	: 	172619 	304450 	249107 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOTAL,MT	330686 	321574 	339022 b	360284 	507970 	415493 	404375 	381077 	598486 	616320 	598237 	694005 	711012 
A,DOM,NR,PER,N1-3,TOTAL,NL	33326859 b	29652370 	29020721 	27375257 	27726435 	27596634 	26544692 	26902639 	22453765 	35954806 	25347264 	26247913 	27172911 
A,DOM,NR,PER,N1-3,TOTAL,NO	: 	13484748 	16927114 	15688166 	15870591 	16578183 	24229635 	: 	: 	26735358 	26576556 	25834678 	30050003 
A,DOM,NR,PER,N1-3,TOTAL,PL	47242930 	50630835 	41937463 b	44086369 	48637419 	52558113 	55822067 	58370311 	43014993 	52036260 	59762123 	62210685 	62700981 
A,DOM,NR,PER,N1-3,TOTAL,PT	13546352 	14346515 	14733797 	15781021 	16241852 	17334510 	18361301 	20473419 	12475913 	15179338 	19542476 	20264808 	19071590 
A,DOM,NR,PER,N1-3,TOTAL,RO	19599109 	21005630 	21697083 	20696355 	21929908 	22573414 	23053160 	23394308 	14956498 	22554387 	23444163 	27060690 	26647198 
A,DOM,NR,PER,N1-3,TOTAL,RS	: 	: 	: 	: 	: 	: 	1036691 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOTAL,SE	: 	: 	30735810 	35077922 	34348522 	38512940 	38537468 	39246444 	60553200 	61539130 	68436433 	: 	69339961 
A,DOM,NR,PER,N1-3,TOTAL,SI	2994580 	2861056 	2693222 	2189284 	2436374 	2534409 	3062823 	2296720 	1686870 	4602513 	3863576 	4950067 	4645391 
A,DOM,NR,PER,N1-3,TOTAL,SK	3918960 	5525240 b	5798469 	7043087 	8691208 	9037490 	10078824 	11230593 	6361716 	6612906 	10251291 	10565502 	10420384 
A,DOM,NR,PER,N1-3,TOTAL,UK	120588222 	118641820 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOT_NR,AL	: 	: 	: 	: 	: 	3248209 	: 	3660025 	1833982 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOT_NR,AT	3538692 	4256217 	4714069 	4285326 	4523293 	4514606 	5074518 	5695709 	5515826 	6237399 	7671039 	7074598 	7052531 
A,DOM,NR,PER,N1-3,TOT_NR,BE	443471 	765354 	587846 	958589 	674175 	949324 b	1085210 	1433096 	1327129 	1978655 	1525476 	1862284 	1261782 
A,DOM,NR,PER,N1-3,TOT_NR,BG	2596514 b	2366726 	2250869 	1701381 	2007576 	3474922 	3110970 	2384957 	1450397 	1941148 	2052373 	2080672 	2000500 
A,DOM,NR,PER,N1-3,TOT_NR,CH	2755976 	3369488 	2934670 	2934373 	2636974 	2736696 	2393495 	2614453 	2608912 	2532223 	2805152 	: 	: 
A,DOM,NR,PER,N1-3,TOT_NR,CY	831512 b	1024342 b	959632 	1126435 	1174875 	1188856 	1296867 	1331374 	1373771 	1348862 	1207089 	1018209 	1076033 
A,DOM,NR,PER,N1-3,TOT_NR,CZ	31679100 	28749928 	32243251 	26343931 	28375859 	32614661 	28883296 	28830459 	20986655 	23613010 	26283837 	18730553 	21315711 
A,DOM,NR,PER,N1-3,TOT_NR,DE	91189725 	92291493 	88830617 	97465162 	90873782 	84257763 	76845942 	80600489 	65225453 	84636617 	64755364 	72231618 	74891287 
A,DOM,NR,PER,N1-3,TOT_NR,DK	23781086 	24798276 b	25064626 	24953987 	21681610 	15864753 	7515385 	13709108 	14922739 	9986660 	9832296 	9480864 	11959266 
A,DOM,NR,PER,N1-3,TOT_NR,EA20	474555742 	464588899 	458493491 	440069981 	440860393 	445767201 	437225794 	428352813 	305908049 	406756897 	406300442 	411571748 	410280043 
A,DOM,NR,PER,N1-3,TOT_NR,EE	1744008 	1764659 	2665236 	2528917 	2866914 	2812832 	4085532 	2684638 	1550249 	1302718 	1591321 	2199755 	2334918 
A,DOM,NR,PER,N1-3,TOT_NR,EL	3949147 	1844506 	2228795 	1865598 	1838624 	1928522 	1816602 	1462213 	1593647 	1294685 	1941884 	1668939 	1438416 
A,DOM,NR,PER,N1-3,TOT_NR,ES	132450816 	130526412 	124505352 	120302547 b	126334965 	130003386 	129145069 	120932197 	66821769 	92691912 	107142729 	109009300 	109665513 
A,DOM,NR,PER,N1-3,TOT_NR,EU27_2020	611909241 e	593253765 e	599369957 	575325125 	576067493 	586027262 	567202604 	561706119 	432871084 	540742075 	549697217 	551344253 e	547095907 
A,DOM,NR,PER,N1-3,TOT_NR,FI	29910862 b	29396398 	28447347 	28879129 	28887797 	29339380 	27083612 	27133579 	20732496 	28088480 	23604106 	19950301 	24147215 
A,DOM,NR,PER,N1-3,TOT_NR,FR	141037778 	139428777 	139340401 	121662386 	118095031 	125997859 	120697414 	121768841 	101956224 	134960207 	139279715 	137540559 	130626832 
A,DOM,NR,PER,N1-3,TOT_NR,HR	4220043 	4141122 	4330692 	2786297 	1866388 	1686484 	1891725 	2074806 	1786864 	1725679 	1544032 	2036539 	2053170 
A,DOM,NR,PER,N1-3,TOT_NR,HU	14972763 	11906943 	12355674 	12150524 	10851626 	10102389 	9785135 	9218145 	5609183 	6791833 	7574956 	7221796 	7004078 
A,DOM,NR,PER,N1-3,TOT_NR,IE	3581598 	3470872 	3639920 	3711313 	3940023 	3913815 	4957793 	4876397 	1236746 	2615635 	6363002 	6674547 	9054344 
A,DOM,NR,PER,N1-3,TOT_NR,IT	20622290 	15862995 	19041557 b	16117625 	20843983 	18188408 	21550808 	16117095 	9293373 	9091422 	13486328 	11095348 	8700547 
A,DOM,NR,PER,N1-3,TOT_NR,LT	1913607 	1762866 	2113701 	1995441 	1479097 	1344640 	1418170 	1248149 	1278371 	1321007 	1233503 	1710996 	2565534 
A,DOM,NR,PER,N1-3,TOT_NR,LU	38278 	46108 	13969 u	: u	: u	25571 u	21461 u	14617 u	50236 	62486 	86125 	121883 	73390 
A,DOM,NR,PER,N1-3,TOT_NR,LV	4149425 	3733442 	3653580 	3341838 	3467799 	3434548 	2949428 	2786329 	1168331 	2473729 	2999395 	3107026 	3324249 
A,DOM,NR,PER,N1-3,TOT_NR,ME	: 	: 	: 	: 	938478 	970806 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOT_NR,MK	: 	: 	: 	: 	: 	: 	: 	85557 	100452 	61322 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOT_NR,MT	98448 	136161 	92765 b	109340 	190108 	128931 	124207 	120103 	251412 	258725 	247150 	271414 	319639 
A,DOM,NR,PER,N1-3,TOT_NR,NL	19383733 b	16815528 	16180785 	14478700 	13494064 	15891707 	14774439 	15311637 	11095231 	18162328 	8670051 	9204303 	8688871 
A,DOM,NR,PER,N1-3,TOT_NR,NO	: 	6604494 	8597821 	8318764 	8433314 	9175625 	15106166 	: 	: 	20829133 	20169178 	19389618 	23149101 
A,DOM,NR,PER,N1-3,TOT_NR,PL	27543904 	23542006 	31483816 b	31940533 	33667190 	36275170 	37762230 	37705990 	29599553 	35064653 	37986806 	38505716 	37688925 
A,DOM,NR,PER,N1-3,TOT_NR,PT	11777631 	12517630 	12464420 	12922553 	13842245 	14376742 	15077790 	15779286 	9793389 	12139348 	15236650 	15749652 	14829300 
A,DOM,NR,PER,N1-3,TOT_NR,RO	16701998 	17065047 	17564672 	16033396 	17123785 	17392992 	16898872 	16411838 	10221621 	14123097 	14397832 	16446597 	15657646 
A,DOM,NR,PER,N1-3,TOT_NR,RS	: 	: 	: 	: 	: 	: 	571535 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOT_NR,SE	: 	: 	19913558 	22131392 	21499454 	24535174 	26020922 	25092809 	44172886 	42464778 	45268675 	: 	41189739 
A,DOM,NR,PER,N1-3,TOT_NR,SI	2015709 	1866034 	1721204 	1196936 	1458602 	1503171 	1792681 	1189539 	570528 	2655831 	2359098 	3791545 	3427638 
A,DOM,NR,PER,N1-3,TOT_NR,SK	1658967 	2937983 b	2961603 	4328392 	4998007 	4280656 	5536526 	5792719 	3287004 	3711172 	5356384 	5252933 	4748836 
A,DOM,NR,PER,N1-3,TOT_NR,UK	54467752 	54284299 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOT_R,AL	: 	: 	: 	: 	: 	550790 	: 	725590 	876047 	: 	: 	: 	: 
A,DOM,NR,PER,N1-3,TOT_R,AT	8075366 	8120159 	8588804 	8244212 	9178371 	8874128 	8943694 	9494123 	6717209 	6670699 	10362907 	10717481 	10786233 
A,DOM,NR,PER,N1-3,TOT_R,BE	2456699 	2382975 	2101914 	3163821 	2529413 	3231192 b	3440236 	3792171 	2896207 	5031488 	4622272 	4463353 	4612395 
A,DOM,NR,PER,N1-3,TOT_R,BG	1245595 b	1479824 	1821039 	1331188 	1356540 	2258845 	1910679 	2486948 	1158190 	1869748 	2103857 	2404108 	2985275 
A,DOM,NR,PER,N1-3,TOT_R,CH	4111013 	4374109 	4033023 	3919569 	4256748 	4315529 	3877462 	4469355 	4757555 	5458976 	4998669 	: 	: 
A,DOM,NR,PER,N1-3,TOT_R,CY	991562 b	513426 b	647444 	731394 	728737 	761112 	809744 	892774 	1046682 	1485059 	1221997 	1226880 	1177285 
A,DOM,NR,PER,N1-3,TOT_R,CZ	4521198 	4689100 	4834829 	5127745 	5862016 	6077434 	6818151 	6753072 	4012166 	4373250 	7357383 	6932473 	7459163 
A,DOM,NR,PER,N1-3,TOT_R,DE	76425565 	83653570 	73005766 	80546653 	77782221 	74740318 	88808014 	89379250 	43816182 	50906842 	72256168 	88551530 	97824576 
A,DOM,NR,PER,N1-3,TOT_R,DK	3147569 	4742896 b	4990692 	5345889 	5133523 	6456339 	4763185 	8450200 	7634144 	6348122 	5816194 	4928283 	7869415 
A,DOM,NR,PER,N1-3,TOT_R,EA20	226554084 	226004843 	221181056 	233039682 	240577509 	253715440 	273302246 	283098737 	172672180 	219671813 	286539949 	307347308 	310788726 
A,DOM,NR,PER,N1-3,TOT_R,EE	569844 	576388 	733270 	1001170 	1305329 	1326360 	1780660 	1663362 	1196284 	1589027 	1942378 	1887331 	2148942 
A,DOM,NR,PER,N1-3,TOT_R,EL	1546478 	1078770 	1352966 	1378009 	1221678 	1341648 	1686320 	1472481 	1036294 	1490406 	1771095 	1887554 	1994226 
A,DOM,NR,PER,N1-3,TOT_R,ES	33769839 	32901518 	36023728 	40468497 b	42117981 	47235763 	48677690 	52859791 	24279733 	40426214 	50913693 	54847787 	55872985 
