freq,c_dest,purpose,duration,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,UK,TOTAL,N_GE4,NR,PL	482032 	715445 	775800 b	762251 	816151 	854910 	909907 	942465 	347768 	294719 	631725 	782250 	804412 
A,UK,TOTAL,N_GE4,NR,PT	54860 	75056 	87982 	90740 	92148 	99169 	99340 	105438 	31589 u	22246 u	87848 	80334 	77370 
A,UK,TOTAL,N_GE4,NR,RO	: u	: u	: u	: u	: u	22741 u	: u	35700 u	: u	: u	34796 u	99974 u	17792 u
A,UK,TOTAL,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,UK,TOTAL,N_GE4,NR,SE	: 	: 	351139 	291459 	284613 	758913 	555973 	476277 	: u	: u	715274 u	: 	: u
A,UK,TOTAL,N_GE4,NR,SI	20659 u	20914 u	: u	25404 u	: u	: u	: u	: u	: u	: u	: u	27654 u	: u
A,UK,TOTAL,N_GE4,NR,SK	: u	: u	: u	: u	: u	: u	105231 u	117986 u	: u	: u	: u	72365 u	74296 u
A,UK,TOTAL,N_GE4,NR,UK	28955484 	27602141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PER,N1-3,NR,AT	: 	: 	: 	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u
A,US,PER,N1-3,NR,BE	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: 	: u	: 
A,US,PER,N1-3,NR,CH	: u	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,US,PER,N1-3,NR,DE	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: 
A,US,PER,N1-3,NR,DK	: 	: u	: u	: 	: u	: 	: 	: u	: 	: 	: u	: 	: u
A,US,PER,N1-3,NR,EA20	189548 u	: u	82903 u	157166 u	: u	95990 u	248421 u	114863 u	: u	: u	64167 u	184666 u	35637 u
A,US,PER,N1-3,NR,EL	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PER,N1-3,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u
A,US,PER,N1-3,NR,EU27_2020	206791 e	115903 e	110880 u	169168 u	81314 u	117974 u	250408 u	123020 u	: u	: u	69601 u	184840 e	50636 u
A,US,PER,N1-3,NR,FI	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 
A,US,PER,N1-3,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER,N1-3,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,US,PER,N1-3,NR,HU	: u	: 	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 
A,US,PER,N1-3,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PER,N1-3,NR,IT	: 	: u	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 
A,US,PER,N1-3,NR,LT	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u
A,US,PER,N1-3,NR,LU	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u
A,US,PER,N1-3,NR,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,US,PER,N1-3,NR,MT	: u	: u	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: u
A,US,PER,N1-3,NR,NL	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER,N1-3,NR,NO	: 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: u	: u	: u
A,US,PER,N1-3,NR,PL	: 	: 	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u	: u
A,US,PER,N1-3,NR,PT	: u	: u	: 	: u	: 	: u	: u	: u	: 	: 	: u	: u	: u
A,US,PER,N1-3,NR,SE	: 	: 	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 
A,US,PER,N1-3,NR,SI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: u
A,US,PER,N1-3,NR,UK	38834 	31007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PER,N_GE1,NR,AL	: 	: 	: 	: 	: 	16354 u	: 	20999 u	: u	: 	: 	: 	: 
A,US,PER,N_GE1,NR,AT	144150 	114962 	141707 	125491 	153229 	171872 	148301 	122151 u	: u	: u	113641 	138780 	150930 
A,US,PER,N_GE1,NR,BE	148155 u	107214 	130911 	126246 	143840 	174639 b	143215 	151846 	42249 u	: u	92128 u	165868 	151963 
A,US,PER,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,US,PER,N_GE1,NR,CH	258143 u	310778 u	290975 	277182 u	376297 	264508 u	216738 u	215427 	: u	: u	: u	: 	: 
A,US,PER,N_GE1,NR,CY	: u	: u	: u	: u	21303 u	: u	: u	: u	: 	: 	: u	: u	: u
A,US,PER,N_GE1,NR,CZ	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER,N_GE1,NR,DE	1871767 	1855048 	1858885 	1911242 	1729703 	2090053 	2029054 	1561191 	: u	: u	1627131 	1508354 	2382996 
A,US,PER,N_GE1,NR,DK	216795 	211743 b	208161 	161316 u	205660 	174334 	123387 u	262654 	: u	: u	82499 u	93897 u	221753 u
A,US,PER,N_GE1,NR,EA20	4651019 	4462651 	4515434 	4198395 	5105399 	5008237 	5016801 	4621453 	812295 	601796 	4007530 	4201817 	5188620 
A,US,PER,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PER,N_GE1,NR,EL	: u	20973 u	: u	: u	17377 u	23606 u	23454 u	: u	: u	: u	15131 u	34387 u	17494 u
A,US,PER,N_GE1,NR,ES	263030 	225149 	274003 	261337 b	378447 	319752 	376417 	366823 	74019 u	: u	411083 	375772 	414657 
A,US,PER,N_GE1,NR,EU27_2020	5338305 e	5210295 e	5258840 	4943762 	5823813 	6207693 	5964639 	5576890 	990643 	700963 	4452245 	4710430 e	6017105 
A,US,PER,N_GE1,NR,FI	98557 bu	82057 u	156443 u	118701 u	144523 u	104092 u	129133 u	103544 u	: u	: u	112638 u	: u	98414 u
A,US,PER,N_GE1,NR,FR	804610 	892410 	850339 	584698 	751471 	790243 	825726 	922237 	167922 u	: u	647480 	767298 	813335 
A,US,PER,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	28184 u	: u
A,US,PER,N_GE1,NR,HU	55998 	71028 	75987 	70253 	78208 	63122 	57084 	135152 	23813 	7355 	15334 u	42067 	67835 
A,US,PER,N_GE1,NR,IE	252283 	275803 	315742 	282381 	316081 	394296 	356991 	358701 	95358 	: u	283237 	378701 	308977 
A,US,PER,N_GE1,NR,IT	476321 u	367470 u	: u	: u	928894 u	: u	: u	361694 u	: u	: u	: u	: u	238558 u
A,US,PER,N_GE1,NR,LT	19725 	17742 	18927 	17557 	15746 	17313 	9738 	9518 u	: u	: u	6324 u	4474 u	6344 u
A,US,PER,N_GE1,NR,LU	25104 	29796 	23891 	20633 	21977 	23744 	24305 	29663 	: u	: u	23811 	31125 	31205 
A,US,PER,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,US,PER,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,US,PER,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,US,PER,N_GE1,NR,MT	3115 	2271 u	: u	: u	: u	: u	: u	4217 u	: u	: u	: u	3566 u	5376 u
A,US,PER,N_GE1,NR,NL	459331 b	388037 	373904 	353747 	419217 	448491 	484671 	482827 	63150 u	64109 u	391647 	386887 	427883 
A,US,PER,N_GE1,NR,NO	: 	179565 	247116 	227848 	218113 	272463 	192770 	: 	: 	: u	188984 u	102101 u	168750 u
A,US,PER,N_GE1,NR,PL	: u	100051 u	94518 b	105538 	113932 	121885 	127826 	141082 	33957 	27205 	119866 	153337 	174001 
A,US,PER,N_GE1,NR,PT	14016 u	20393 u	18381 u	20769 u	16323 u	49976 	45891 	46945 	: u	: u	37927 	42206 	39420 
A,US,PER,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER,N_GE1,NR,SE	: 	: 	333099 	354380 	279796 	805063 	596178 	382537 	: u	: u	: u	: 	: u
A,US,PER,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER,N_GE1,NR,SK	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PER,N_GE1,NR,UK	2372314 	2345941 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PER,N_GE4,NR,AL	: 	: 	: 	: 	: 	16354 u	: 	20999 u	: u	: 	: 	: 	: 
A,US,PER,N_GE4,NR,AT	144150 	114962 	141707 	117068 u	150949 	169798 	138230 	122151 u	: u	: u	112901 	135341 	143785 
A,US,PER,N_GE4,NR,BE	145604 u	105779 	129354 	123223 	139121 	174639 b	141785 	148237 	42249 u	: u	92128 u	145169 	151963 
A,US,PER,N_GE4,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,US,PER,N_GE4,NR,CH	252595 u	310778 u	290975 	277182 u	376297 	256828 u	216738 u	212250 u	: u	: u	: u	: 	: 
A,US,PER,N_GE4,NR,CY	: u	: u	: u	: u	21303 u	: u	: u	: u	: 	: 	: u	: u	: u
A,US,PER,N_GE4,NR,CZ	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER,N_GE4,NR,DE	1711152 	1855048 	1804641 	1789392 	1700181 	2065716 	1867498 	1494746 	: u	: u	1613430 	1420657 	2382996 
A,US,PER,N_GE4,NR,DK	216795 	170959 bu	197932 	161316 u	194792 	174334 	123387 u	254931 	: u	: u	77608 u	93897 u	207871 u
A,US,PER,N_GE4,NR,EA20	4461471 	4403841 	4432530 	4041229 	5041470 	4912247 	4768380 	4506590 	795051 	593888 	3943362 	4017151 	5152984 
A,US,PER,N_GE4,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PER,N_GE4,NR,EL	: u	20164 u	: u	: u	17377 u	23606 u	23454 u	: u	: u	: u	15131 u	34387 u	17494 u
A,US,PER,N_GE4,NR,ES	260430 	221404 	261624 	258103 b	364091 	316856 	372550 	363432 	74019 u	: u	411083 	364752 	409576 
A,US,PER,N_GE4,NR,EU27_2020	5131515 e	5094393 e	5147960 	4774594 	5742498 	6089719 	5714230 	5453869 	965086 	691598 	4382644 	4525590 e	5966469 
A,US,PER,N_GE4,NR,FI	98557 bu	82057 u	156443 u	118701 u	144523 u	104092 u	125380 u	103544 u	: u	: u	112638 u	: u	98414 u
A,US,PER,N_GE4,NR,FR	797587 	885697 	844572 	573920 	744208 	772513 	814893 	897292 	159025 u	: u	638641 	735154 	800780 
A,US,PER,N_GE4,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER,N_GE4,NR,HU	55397 	71028 	75549 	69607 	77980 	61166 	57084 	134718 	23813 	6939 	15334 u	42067 	67835 
A,US,PER,N_GE4,NR,IE	242604 	272336 	307548 	274871 	311960 	375670 	335709 	354034 	90670 	: u	268892 	365875 	304594 
A,US,PER,N_GE4,NR,IT	476321 u	338796 u	: u	: u	928894 u	: u	: u	356250 u	: u	: u	: u	: u	238558 u
A,US,PER,N_GE4,NR,LT	18461 	17560 	18556 	17394 	15746 	17313 	9738 	9518 u	: u	: u	6324 u	4474 u	5894 u
A,US,PER,N_GE4,NR,LU	23799 	29600 	23501 	20370 	21827 	22110 	24305 	29077 	: u	: u	23166 	29846 	30598 
A,US,PER,N_GE4,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,US,PER,N_GE4,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,US,PER,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,US,PER,N_GE4,NR,MT	3004 	2212 u	: u	: u	: u	: u	: u	3856 u	: u	: u	: u	3566 u	4973 u
A,US,PER,N_GE4,NR,NL	459331 b	375555 	373904 	351980 	419217 	441662 	481161 	479753 	60445 u	63748 u	367647 	382940 	427366 
A,US,PER,N_GE4,NR,NO	: 	168888 	236450 	227848 	203675 	261282 	189556 	: 	: 	: u	175363 u	94847 u	162742 u
A,US,PER,N_GE4,NR,PL	: u	100051 u	93295 b	104114 	113150 	117330 	127826 	141082 	33957 	26163 	119323 	153163 	172883 
A,US,PER,N_GE4,NR,PT	10538 u	19343 u	18381 u	20614 u	16323 u	48380 	44077 	44603 	: u	: u	37214 	39899 	38968 
A,US,PER,N_GE4,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER,N_GE4,NR,SE	: 	: 	317014 	344447 	274288 	789591 	594190 	382537 	: u	: u	: u	: 	: u
A,US,PER,N_GE4,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER,N_GE4,NR,SK	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PER,N_GE4,NR,UK	2333480 	2314934 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PER_VFR,N1-3,NR,AT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: u
A,US,PER_VFR,N1-3,NR,DE	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: u	: u	: 
A,US,PER_VFR,N1-3,NR,DK	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,US,PER_VFR,N1-3,NR,EA20	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N1-3,NR,ES	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: u	: u
A,US,PER_VFR,N1-3,NR,EU27_2020	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N1-3,NR,FR	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u
A,US,PER_VFR,N1-3,NR,HU	: u	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,US,PER_VFR,N1-3,NR,IE	: u	: 	: u	: 	: 	: u	: u	: u	: u	: 	: 	: u	: 
A,US,PER_VFR,N1-3,NR,IT	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,US,PER_VFR,N1-3,NR,LT	: u	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,US,PER_VFR,N1-3,NR,LU	: u	: u	: u	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u
A,US,PER_VFR,N1-3,NR,MT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,US,PER_VFR,N1-3,NR,NL	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,US,PER_VFR,N1-3,NR,NO	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: u	: u
A,US,PER_VFR,N1-3,NR,PL	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,US,PER_VFR,N1-3,NR,PT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PER_VFR,N1-3,NR,SE	: 	: 	: u	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 
A,US,PER_VFR,N1-3,NR,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PER_VFR,N_GE1,NR,AL	: 	: 	: 	: 	: 	13417 u	: 	18182 u	: u	: 	: 	: 	: 
A,US,PER_VFR,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	40342 u	35481 u
A,US,PER_VFR,N_GE1,NR,BE	: u	: u	: u	: u	: u	43125 bu	37100 u	: u	: u	: u	: u	53776 u	40842 u
A,US,PER_VFR,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,US,PER_VFR,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,US,PER_VFR,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,US,PER_VFR,N_GE1,NR,CZ	: 	: u	: 	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,DE	: u	: u	: u	: u	505119 u	635379 u	: u	: u	: u	: u	: u	625534 u	852703 u
A,US,PER_VFR,N_GE1,NR,DK	: u	91228 bu	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,EA20	840027 	903859 	939250 	1199464 	1141640 	1282246 	971600 	899482 	177462 	287191 	946645 	1268166 	1641549 
A,US,PER_VFR,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,US,PER_VFR,N_GE1,NR,EL	: u	: u	: u	: u	: u	13278 u	: u	: u	: u	: u	12476 u	: u	: u
A,US,PER_VFR,N_GE1,NR,ES	68954 u	63083 u	67278 	69864 bu	83447 u	83750 u	77830 u	90320 u	: u	: u	109765 u	96248 u	189252 
A,US,PER_VFR,N_GE1,NR,EU27_2020	1032274 e	1153218 e	1183147 	1432792 	1343422 	1738962 	1363733 	1306485 	269333 	366778 	1243937 	1571473 e	2054624 
A,US,PER_VFR,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,FR	122522 u	102191 u	131120 u	105760 u	97982 u	148332 u	127986 u	79952 u	: u	: u	: u	: u	199966 u
A,US,PER_VFR,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,HU	25502 	33979 	35392 	36837 	46320 	19822 	26370 	40447 	12076 	5685 u	13319 u	27945 	29626 
A,US,PER_VFR,N_GE1,NR,IE	74321 	84660 	83863 	84804 	102459 	137624 	84365 	102476 	30110 	: u	75014 u	147124 u	123401 u
A,US,PER_VFR,N_GE1,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,LT	9084 	8734 	7646 	11238 	8881 	4550 u	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,LU	6382 u	8066 u	: u	6010 u	: u	: u	: u	: u	: u	: u	: u	15818 u	9484 u
A,US,PER_VFR,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,US,PER_VFR,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,US,PER_VFR,N_GE1,NR,MT	: u	: u	: 	: u	: 	: 	: u	: u	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,NL	74096 bu	112546 u	: u	: u	58043 u	71695 u	58584 u	43063 u	: u	: u	69845 	93629 u	101289 
A,US,PER_VFR,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,PL	: u	: u	51050 b	56076 	60077 	72349 	80271 	88521 	22730 u	19999 u	75677 	89465 	99521 
A,US,PER_VFR,N_GE1,NR,PT	: u	: u	7942 u	6177 u	: u	19355 u	: u	14503 u	: u	: u	9944 u	9217 u	8859 u
A,US,PER_VFR,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,SE	: 	: 	: u	: u	: u	345442 u	229372 u	182482 u	: u	: u	: u	: 	: u
A,US,PER_VFR,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE1,NR,SK	: u	: 	: 	: u	: 	: u	: u	: u	: u	: 	: 	: u	: u
A,US,PER_VFR,N_GE1,NR,UK	517876 	512415 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PER_VFR,N_GE4,NR,AL	: 	: 	: 	: 	: 	13417 u	: 	18182 u	: u	: 	: 	: 	: 
A,US,PER_VFR,N_GE4,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	37766 u	34343 u
A,US,PER_VFR,N_GE4,NR,BE	: u	: u	: u	: u	: u	43125 bu	37100 u	: u	: u	: u	: u	53776 u	40842 u
A,US,PER_VFR,N_GE4,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,US,PER_VFR,N_GE4,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,US,PER_VFR,N_GE4,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,US,PER_VFR,N_GE4,NR,CZ	: 	: u	: 	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,DE	: u	: u	: u	: u	475598 u	635379 u	: u	: u	: u	: u	: u	: u	852703 u
A,US,PER_VFR,N_GE4,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,EA20	779877 	898146 	913429 	1193728 	1102511 	1278825 	939750 	893898 	176739 	287191 	926252 	1161885 	1628991 
A,US,PER_VFR,N_GE4,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,US,PER_VFR,N_GE4,NR,EL	: u	: u	: u	: u	: u	13278 u	: u	: u	: u	: u	12476 u	: u	: u
A,US,PER_VFR,N_GE4,NR,ES	68954 u	63083 u	64701 	69864 bu	76120 u	82147 u	77830 u	90320 u	: u	: u	109765 u	90270 u	186233 
A,US,PER_VFR,N_GE4,NR,EU27_2020	968182 e	1118023 e	1153674 	1426803 	1303283 	1724154 	1331883 	1292745 	260298 	366778 	1223545 	1465192 e	2028184 
A,US,PER_VFR,N_GE4,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,FR	122522 u	102191 u	131120 u	100023 u	97982 u	148332 u	127986 u	76825 u	: u	: u	: u	: u	192550 u
A,US,PER_VFR,N_GE4,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,HU	25057 	33979 	35392 	36585 	46092 	19822 	26370 	40013 	12076 	5685 u	13319 u	27945 	29626 
A,US,PER_VFR,N_GE4,NR,IE	71442 	84660 	82220 	84804 	102459 	135805 	82819 	100019 	29799 	: u	75014 u	138372 u	123401 u
A,US,PER_VFR,N_GE4,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,LT	8274 	8553 	7646 	11238 	8881 	4550 u	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,LU	5612 u	7870 u	: u	6010 u	: u	: u	: u	: u	: u	: u	: u	14539 u	9190 u
A,US,PER_VFR,N_GE4,NR,LV	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,US,PER_VFR,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,US,PER_VFR,N_GE4,NR,MT	: u	: u	: 	: u	: 	: 	: u	: u	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,NL	74096 bu	107210 u	: u	: u	58043 u	71695 u	58584 u	43063 u	: u	: u	66888 	93629 u	101289 
A,US,PER_VFR,N_GE4,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,PL	: u	: u	50778 b	56076 	59295 	70591 	80271 	88521 	22730 u	19999 u	75677 	89465 	99521 
A,US,PER_VFR,N_GE4,NR,PT	: u	: u	7942 u	6177 u	: u	19355 u	: u	14503 u	: u	: u	9944 u	9217 u	8859 u
A,US,PER_VFR,N_GE4,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,SE	: 	: 	: u	: u	: u	335815 u	229372 u	182482 u	: u	: u	: u	: 	: u
A,US,PER_VFR,N_GE4,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,US,PER_VFR,N_GE4,NR,SK	: u	: 	: 	: u	: 	: u	: u	: u	: u	: 	: 	: u	: u
A,US,PER_VFR,N_GE4,NR,UK	506822 	504643 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PROF,N1-3,NR,AT	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: u	: u	: u
A,US,PROF,N1-3,NR,BE	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PROF,N1-3,NR,CH	: 	: 	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 
A,US,PROF,N1-3,NR,CY	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,US,PROF,N1-3,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 
A,US,PROF,N1-3,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PROF,N1-3,NR,DK	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,US,PROF,N1-3,NR,EA20	200772 u	438418 	133009 	129852 u	260594 u	431149 	198709 	213323 u	103360 u	: u	: u	182028 u	146803 u
A,US,PROF,N1-3,NR,EE	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PROF,N1-3,NR,ES	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,US,PROF,N1-3,NR,EU27_2020	247219 e	489624 e	156687 	139531 	334728 	535280 	218780 	340656 	119679 u	: u	232984 u	336384 e	160136 u
A,US,PROF,N1-3,NR,FI	: u	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,US,PROF,N1-3,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,US,PROF,N1-3,NR,HR	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,US,PROF,N1-3,NR,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,US,PROF,N1-3,NR,IE	: u	: u	: u	: u	: u	: u	27353 u	: u	: u	: u	: u	: u	: u
A,US,PROF,N1-3,NR,IT	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: u	: 
A,US,PROF,N1-3,NR,LT	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 
